wavelength,front_ref,transmittance
984,0.387466192,0
985,0.388364106,0
986,0.389692396,0
987,0.389600575,0
988,0.390260309,0
989,0.391508222,0
990,0.392240375,0
991,0.393138289,0
992,0.393974483,0
993,0.394222498,0
994,0.395737231,0
995,0.396815956,0
996,0.396762878,0
997,0.397238702,0
998,0.397862047,0
999,0.398993671,0
1000,0.399306744,0
1001,0.400365382,0
1002,0.401575178,0
1003,0.402138412,0
1004,0.402920008,0
1005,0.403068393,0
1006,0.404471368,0
1007,0.405521482,0
1008,0.406552225,0
1009,0.406365037,0
1010,0.406890512,0
1011,0.407754928,0
1012,0.408853292,0
1013,0.409606487,0
1014,0.410316885,0
1015,0.411611557,0
1016,0.412421614,0
1017,0.412743419,0
1018,0.413336396,0
1019,0.413959652,0
1020,0.414568871,0
1021,0.415605962,0
1022,0.417276084,0
1023,0.418150395,0
1024,0.417800248,0
1025,0.419291586,0
1026,0.419833988,0
1027,0.420164526,0
1028,0.4212749,0
1029,0.42207849,0
1030,0.423248678,0
1031,0.424369544,0
1032,0.424083829,0
1033,0.425830573,0
1034,0.426049948,0
1035,0.427402198,0
1036,0.427865624,0
1037,0.428126365,0
1038,0.428894401,0
1039,0.430502802,0
1040,0.430893242,0
1041,0.431272626,0
1042,0.432548672,0
1043,0.433772922,0
1044,0.434336215,0
1045,0.434664041,0
1046,0.436360508,0
1047,0.437093437,0
1048,0.43679595,0
1049,0.438169658,0
1050,0.439029396,0
1051,0.439393759,0
1052,0.440750271,0
1053,0.440920413,0
1054,0.441525072,0
1055,0.443034142,0
1056,0.443164527,0
1057,0.444867492,0
1058,0.444993109,0
1059,0.445913136,0
1060,0.446519434,0
1061,0.447007626,0
1062,0.448757976,0
1063,0.449725926,0
1064,0.450168043,0
1065,0.449857861,0
1066,0.451253891,0
1067,0.452746958,0
1068,0.452736616,0
1069,0.453443557,0
1070,0.453501612,0
1071,0.455633193,0
1072,0.456368148,0
1073,0.457220167,0
1074,0.457423508,0
1075,0.457924575,0
1076,0.459294885,0
1077,0.460176915,0
1078,0.460062444,0
1079,0.46165517,0
