wavelength,front_ref,transmittance
1298,0.410707068,0.458177061
1299,0.410244868,0.457850217
1300,0.409901717,0.457492386
1301,0.40935348,0.457075646
1302,0.408908794,0.456689296
1303,0.408318424,0.456228374
1304,0.407596621,0.455707666
1305,0.406915554,0.455074206
1306,0.406162243,0.454287667
1307,0.405467241,0.453561923
1308,0.404758742,0.452821999
1309,0.40413603,0.452094313
1310,0.403556395,0.451411682
1311,0.402929646,0.450679905
1312,0.402187763,0.449904968
1313,0.401225306,0.449053486
1314,0.400286782,0.448149659
1315,0.399337929,0.447311691
1316,0.39844465,0.446531483
1317,0.397613913,0.445739463
1318,0.396687756,0.444847366
1319,0.395700365,0.443890898
1320,0.394438125,0.442723097
1321,0.393279893,0.441586941
1322,0.392130592,0.440459721
1323,0.391181202,0.439465037
1324,0.390296339,0.438537804
1325,0.389487387,0.437613619
1326,0.388383025,0.436456089
1327,0.386865101,0.435017013
1328,0.3852997,0.433451175
1329,0.38384584,0.432077667
1330,0.382800335,0.430980229
1331,0.381913374,0.429973212
1332,0.380940615,0.428951846
1333,0.379681198,0.427704845
1334,0.377952216,0.426190599
1335,0.376168909,0.424466759
1336,0.374514097,0.422876936
1337,0.373110501,0.421475181
1338,0.371940344,0.420318579
1339,0.3710164,0.41927051
1340,0.370175093,0.418234463
1341,0.369177512,0.417183869
1342,0.368012948,0.415957145
1343,0.366719346,0.414743574
1344,0.365088378,0.41324819
1345,0.36312731,0.411552425
1346,0.361096396,0.409855475
1347,0.359352896,0.408311076
1348,0.357966576,0.407068492
1349,0.357036348,0.406084286
1350,0.355762201,0.40488453
1351,0.354687871,0.40382134
1352,0.353282864,0.402555794
1353,0.3521044,0.401455202
1354,0.350819129,0.400240646
1355,0.349918934,0.399137788
1356,0.348620062,0.397612279
1357,0.347753519,0.396324733
1358,0.346484204,0.394831505
1359,0.345637885,0.393640659
1360,0.344679304,0.392550841
1361,0.343597302,0.391476058
1362,0.342297444,0.390461454
